gc.content	chrom.arm
chr10_95946375	0.416419180933	chr10
chr10_95999239	0.406141195644	chr10
chr10_96053234	0.401642800829	chr10
chr10_96107774	0.418062770382	chr10
chr10_96167642	0.381332082552	chr10
chr10_96223073	0.381391911171	chr10
chr10_96281251	0.405606612928	chr10
chr10_96339681	0.380580244843	chr10
chr10_96399310	0.404852373701	chr10
chr10_96466946	0.383104187196	chr10
chr10_96530878	0.39037835438	chr10
chr10_96611965	0.376937047778	chr10
chr10_96680238	0.369985966103	chr10
chr10_96745080	0.38262560778	chr10
chr10_96806779	0.368996184283	chr10
chr10_96874131	0.399941215989	chr10
chr10_96945578	0.40911583155	chr10
chr10_97002116	0.441380335607	chr10
chr10_97055928	0.441721989016	chr10
chr10_97110004	0.43355905542	chr10
chr10_97162132	0.452831973961	chr10
chr10_97214974	0.430520018061	chr10
chr10_97268125	0.464107189837	chr10
chr10_97321338	0.442685050538	chr10
chr10_97377038	0.420910095143	chr10
chr10_97433163	0.402928016732	chr10
chr10_97491495	0.398861881712	chr10
chr10_97549133	0.417005443396	chr10
chr10_97607184	0.399134649248	chr10
chr10_97666812	0.381389898441	chr10
chr10_97725693	0.376210389369	chr10
chr10_97779497	0.397822631326	chr10
chr10_97833598	0.377425577789	chr10
chr10_97886471	0.374030785684	chr10
chr10_97938832	0.422369595269	chr10
chr10_97995980	0.421490607185	chr10
chr10_98048253	0.423598944997	chr10
chr10_98100195	0.45950276139	chr10
chr10_98153247	0.443161082789	chr10
chr10_98206405	0.464583491245	chr10
chr10_98259176	0.396011779878	chr10
chr10_98311128	0.400661456312	chr10
chr10_98365250	0.456599713056	chr10
chr10_98418221	0.430805288677	chr10
chr10_98474113	0.444735297384	chr10
chr10_98537145	0.425665771834	chr10
chr10_98597863	0.407480212229	chr10
chr10_98655347	0.37596892254	chr10
chr10_98710949	0.416399953727	chr10
chr10_98762814	0.495830516114	chr10
chr10_98816057	0.519931011763	chr10
chr10_98867659	0.486712326154	chr10
chr10_98920075	0.501317268188	chr10
chr10_98974353	0.414698254104	chr10
chr10_99031801	0.481921934925	chr10
chr10_99096464	0.509535051149	chr10
chr10_99156190	0.479184367035	chr10
chr10_99218570	0.456041968162	chr10
chr10_99273849	0.50371001294	chr10
chr10_99334899	0.483728218197	chr10
chr10_99392974	0.459353958919	chr10
chr10_99451638	0.480530854217	chr10
chr10_99511013	0.514466120064	chr10
chr10_99564067	0.488904186518	chr10
chr10_99619267	0.507522878858	chr10
chr10_99670842	0.492189192916	chr10
chr10_99721604	0.440309842041	chr10
chr10_99774275	0.47716139026	chr10
chr10_99825919	0.448357075024	chr10
chr10_99878568	0.401413503623	chr10
chr10_99934315	0.36851848818	chr10
chr10_99995353	0.474542422832	chr10
chr10_100046928	0.475550122249	chr10
chr10_100098461	0.467626702389	chr10
chr10_100152208	0.495010320211	chr10
chr10_100205016	0.423035085455	chr10
chr10_100259254	0.408623543643	chr10
chr10_100322081	0.402254017665	chr10
chr10_100375407	0.393051279127	chr10
chr10_100428020	0.375449033663	chr10
chr10_100489540	0.366961998466	chr10
chr10_100550826	0.373019788412	chr10
chr10_100605554	0.364807591328	chr10
chr10_100658877	0.385994371628	chr10
chr10_100723193	0.376578390554	chr10
chr10_100781796	0.368603847692	chr10
chr10_100836789	0.381168090723	chr10
chr10_100900807	0.386908579026	chr10
chr10_100964741	0.391393146327	chr10
chr10_101020068	0.404971932638	chr10
chr10_101077429	0.42950551696	chr10
chr10_101131262	0.43967444162	chr10
chr10_101189868	0.408070580352	chr10
chr10_101243593	0.460274123209	chr10
chr10_101298166	0.451326637146	chr10
chr10_101353719	0.427854843717	chr10
chr10_101414921	0.402349244625	chr10
chr10_101469661	0.402583266817	chr10
chr10_101524784	0.4229656192	chr10
chr10_101588365	0.460445115546	chr10
chr10_101649292	0.438259381083	chr10
chr10_101708879	0.430457253843	chr10
chr10_101769632	0.442384301382	chr10
chr10_101830630	0.443388366518	chr10
chr10_101889442	0.397001170547	chr10
chr10_101943262	0.397548682277	chr10
chr10_101997028	0.448213929355	chr10
chr10_102057159	0.461263113127	chr10
chr10_102113590	0.443003481139	chr10
chr10_102183681	0.423609675419	chr10
chr10_102246561	0.45831571594	chr10
chr10_102300957	0.456527415144	chr10
chr10_102354576	0.478365560015	chr10
chr10_102409395	0.495511073849	chr10
chr10_102466646	0.535433225781	chr10
chr10_102517473	0.492618328104	chr10
chr10_102569425	0.481129778427	chr10
chr10_102622815	0.472020853549	chr10
chr10_102675371	0.400678416311	chr10
chr10_102731088	0.55268942454	chr10
chr10_102784314	0.518202272057	chr10
chr10_102838537	0.51555795993	chr10
chr10_102892142	0.478760066749	chr10
chr10_102947273	0.530923651318	chr10
chr10_103002715	0.494234969743	chr10
chr10_103058568	0.476829184194	chr10
chr10_103116571	0.393616293	chr10
chr10_103175000	0.372528099189	chr10
chr10_103229360	0.389505746516	chr10
chr10_103285828	0.469283663292	chr10
chr10_103338763	0.493490811667	chr10
chr10_103391764	0.443382122224	chr10
chr10_103445942	0.430867605437	chr10
chr10_103503179	0.497323231388	chr10
chr10_103557161	0.488741339492	chr10
chr10_103612584	0.416449316227	chr10
chr10_103669327	0.409101263383	chr10
chr10_103726395	0.42150334649	chr10
chr10_103784664	0.472667227665	chr10
chr10_103847646	0.510680818191	chr10
chr10_103907191	0.464800478348	chr10
chr10_103970742	0.463993046933	chr10
chr10_104027119	0.413734833891	chr10
chr10_104086296	0.465461944339	chr10
chr10_104144289	0.55782005921	chr10
chr10_104199684	0.502769179286	chr10
chr10_104259448	0.466851576241	chr10
chr10_104318575	0.473564297889	chr10
chr10_104376072	0.539088781629	chr10
chr10_104430767	0.458859374474	chr10
chr10_104490172	0.469439785307	chr10
chr10_104549791	0.480437293868	chr10
chr10_104609521	0.431697072284	chr10
chr10_104673324	0.42600185607	chr10
chr10_104732588	0.413888409052	chr10
chr10_104790477	0.445092916829	chr10
chr10_104844449	0.40091691943	chr10
chr10_104901814	0.404994249469	chr10
chr10_104959199	0.45214653777	chr10
chr10_105026539	0.447424135498	chr10
chr10_105090303	0.439043775984	chr10
chr10_105155726	0.476481324202	chr10
chr10_105211064	0.515708089076	chr10
chr10_105266162	0.492842679813	chr10
chr10_105322956	0.524873325924	chr10
chr10_105376044	0.54467039872	chr10
chr10_105428561	0.531544256121	chr10
chr10_105481660	0.501298405899	chr10
chr10_105534416	0.499867799811	chr10
chr10_105587365	0.474202173047	chr10
chr10_105640101	0.424679517796	chr10
chr10_105692443	0.391313920845	chr10
chr10_105746943	0.385742505897	chr10
chr10_105799083	0.46837817244	chr10
chr10_105850265	0.377281332828	chr10
chr10_105903084	0.393919087097	chr10
chr10_105955312	0.40679447169	chr10
chr10_106011386	0.429165651758	chr10
chr10_106064756	0.489777187604	chr10
chr10_106115964	0.393522727273	chr10
chr10_106168763	0.398862984019	chr10
chr10_106222763	0.440198237885	chr10
chr10_106277242	0.430296702341	chr10
chr10_106334706	0.431873456022	chr10
chr10_106386924	0.431085101005	chr10
chr10_106438356	0.427356459752	chr10
chr10_106495029	0.429765664895	chr10
chr10_106547901	0.418179692979	chr10
chr10_106599232	0.404103135996	chr10
chr10_106651240	0.424374675562	chr10
chr10_106703252	0.3932478956	chr10
chr10_106758730	0.398510277561	chr10
chr10_106811222	0.406679462572	chr10
chr10_106863321	0.396930603227	chr10
chr10_106914014	0.404396637865	chr10
chr10_106965052	0.38952689813	chr10
chr10_107017471	0.392272839296	chr10
chr10_107070219	0.385952565276	chr10
chr10_107127054	0.381198763607	chr10
chr10_107186581	0.370924601857	chr10
chr10_107243783	0.368836291913	chr10
chr10_107294989	0.385021502745	chr10
chr10_107352190	0.377507812356	chr10
chr10_107406270	0.37780893625	chr10
chr10_107459759	0.397961253677	chr10
chr10_107518912	0.390042839344	chr10
chr10_107577502	0.368346279452	chr10
chr10_107631700	0.379314576212	chr10
chr10_107688744	0.375088613416	chr10
chr10_107740936	0.382966629996	chr10
chr10_107795475	0.350145886014	chr10
chr10_107846884	0.363144703865	chr10
chr10_107899950	0.361536949686	chr10
chr10_107950829	0.365583117907	chr10
chr10_108005371	0.37736294896	chr10
chr10_108060386	0.369777880078	chr10
chr10_108112519	0.375105275247	chr10
chr10_108164762	0.355464017446	chr10
chr10_108218412	0.380378869011	chr10
chr10_108275370	0.382924043404	chr10
chr10_108327899	0.413092724131	chr10
chr10_108379988	0.396703820139	chr10
chr10_108432472	0.399300265222	chr10
chr10_108485634	0.407371842222	chr10
chr10_108539785	0.399435711407	chr10
chr10_108596847	0.399675877157	chr10
chr10_108658551	0.408514822638	chr10
chr10_108713466	0.410365427049	chr10
chr10_108769208	0.391801265703	chr10
chr10_108822142	0.388027874034	chr10
chr10_108874663	0.401745795188	chr10
chr10_108926329	0.372111829945	chr10
chr10_108978264	0.382499769734	chr10
chr10_109032548	0.369131554703	chr10
chr10_109085734	0.364143426295	chr10
chr10_109138443	0.372634185649	chr10
chr10_109189323	0.379589408987	chr10
chr10_109244803	0.381827266787	chr10
chr10_109296836	0.368704799474	chr10
chr10_109350070	0.365496177341	chr10
chr10_109402127	0.377793758634	chr10
chr10_109454967	0.354244192879	chr10
chr10_109506024	0.357004230874	chr10
chr10_109557549	0.372111272413	chr10
chr10_109608522	0.370312410542	chr10
chr10_109660920	0.382916277563	chr10
chr10_109713390	0.369741160674	chr10
chr10_109767013	0.377330403346	chr10
chr10_109823440	0.372197156721	chr10
chr10_109882174	0.357726749517	chr10
chr10_109933430	0.370607823624	chr10
chr10_109985681	0.374561871381	chr10
chr10_110038176	0.359258042768	chr10
chr10_110096022	0.368184055567	chr10
chr10_110150874	0.382524712242	chr10
chr10_110203782	0.376610741951	chr10
chr10_110258259	0.372638084463	chr10
chr10_110317479	0.377723742743	chr10
chr10_110370530	0.369754628129	chr10
chr10_110422980	0.369783130693	chr10
chr10_110475453	0.384937701892	chr10
chr10_110529627	0.373233166388	chr10
chr10_110583536	0.356162051748	chr10
chr10_110636407	0.378773368066	chr10
chr10_110688614	0.367113607538	chr10
chr10_110743803	0.379721876297	chr10
chr10_110801618	0.387262540198	chr10
chr10_110861943	0.393549171924	chr10
chr10_110919485	0.378996110391	chr10
chr10_110973474	0.395379713224	chr10
chr10_111033729	0.38556864773	chr10
chr10_111087874	0.386207013326	chr10
chr10_111146932	0.38057704293	chr10
chr10_111201485	0.392682130023	chr10
chr10_111253521	0.393946387946	chr10
chr10_111314178	0.399601244118	chr10
chr10_111376872	0.394430169913	chr10
chr10_111437196	0.40239720155	chr10
chr10_111495513	0.404099751926	chr10
chr10_111549125	0.410112674477	chr10
chr10_111620480	0.444514465769	chr10
chr10_111672844	0.434191649807	chr10
chr10_111727213	0.407039976484	chr10
chr10_111781644	0.382000073156	chr10
chr10_111836321	0.381382746581	chr10
chr10_111891312	0.446783031535	chr10
chr10_111946425	0.439568237843	chr10
chr10_111999972	0.363298745894	chr10
chr10_112053555	0.422521531977	chr10
chr10_112108124	0.478885791759	chr10
chr10_112160860	0.478239303364	chr10
chr10_112215292	0.481815232671	chr10
chr10_112270777	0.431956457997	chr10
chr10_112325344	0.396462570118	chr10
chr10_112380072	0.417519193767	chr10
chr10_112432562	0.426359224218	chr10
chr10_112485514	0.441883110803	chr10
chr10_112538914	0.459909316385	chr10
chr10_112590521	0.438696846292	chr10
chr10_112643315	0.363755466929	chr10
chr10_112695217	0.351568088551	chr10
chr10_112748338	0.353840396669	chr10
chr10_112801782	0.438457224968	chr10
chr10_112858847	0.455583681639	chr10
chr10_112909807	0.395152907708	chr10
chr10_112964643	0.402349790669	chr10
chr10_113017668	0.419727296897	chr10
chr10_113070325	0.384069445769	chr10
chr10_113122739	0.398462141431	chr10
chr10_113176319	0.408638191917	chr10
chr10_113228528	0.407384315636	chr10
chr10_113279852	0.394769711163	chr10
chr10_113331091	0.395590764753	chr10
chr10_113391554	0.38870079337	chr10
chr10_113450920	0.387985932896	chr10
chr10_113503524	0.378254607231	chr10
chr10_113557677	0.404000207623	chr10
chr10_113615473	0.397486671744	chr10
chr10_113667992	0.406695991241	chr10
chr10_113720052	0.409960415732	chr10
chr10_113771334	0.412571085503	chr10
chr10_113831296	0.430354078927	chr10
chr10_113888994	0.420126863058	chr10
chr10_113940387	0.425127090547	chr10
chr10_113994678	0.421686746988	chr10
chr10_114053441	0.44799105062	chr10
chr10_114107075	0.452247042437	chr10
chr10_114163793	0.4059132357	chr10
chr10_114218077	0.369439696106	chr10
chr10_114270726	0.353377296638	chr10
chr10_114323193	0.383933457371	chr10
chr10_114378014	0.38263921829	chr10
chr10_114430718	0.400212116701	chr10
chr10_114484461	0.413247406955	chr10
chr10_114536908	0.452301434782	chr10
chr10_114590504	0.458248472505	chr10
chr10_114645004	0.446066259932	chr10
chr10_114701387	0.450425493391	chr10
chr10_114756616	0.452728979482	chr10
chr10_114808814	0.448849884527	chr10
chr10_114862938	0.43075678023	chr10
chr10_114913599	0.436847158218	chr10
chr10_114965678	0.425220729367	chr10
chr10_115017777	0.446341604266	chr10
chr10_115069725	0.434015649697	chr10
chr10_115120971	0.440902249761	chr10
chr10_115172131	0.439183642299	chr10
chr10_115224509	0.419937670879	chr10
chr10_115276811	0.470869687588	chr10
chr10_115330105	0.462413471261	chr10
chr10_115381532	0.421845245375	chr10
chr10_115438770	0.429514921161	chr10
chr10_115491915	0.418846605635	chr10
chr10_115545547	0.395562520033	chr10
chr10_115601704	0.358927026247	chr10
chr10_115653708	0.395501704184	chr10
chr10_115707105	0.439026732217	chr10
chr10_115759176	0.425219885999	chr10
chr10_115812157	0.436216780527	chr10
chr10_115866755	0.38110480897	chr10
chr10_115920175	0.395127792538	chr10
chr10_115973620	0.433905913779	chr10
chr10_116027527	0.505928779479	chr10
chr10_116080742	0.472638589251	chr10
chr10_116134046	0.459604156174	chr10
chr10_116187652	0.421726843417	chr10
chr10_116241437	0.429813526713	chr10
chr10_116295492	0.426137098712	chr10
chr10_116349598	0.434001356827	chr10
chr10_116404136	0.418278790582	chr10
chr10_116457946	0.39921458729	chr10
chr10_116512184	0.417739578259	chr10
chr10_116569659	0.387036090006	chr10
chr10_116624410	0.416093902596	chr10
chr10_116678678	0.384754823077	chr10
chr10_116732740	0.399476449511	chr10
chr10_116786602	0.412620408454	chr10
chr10_116842764	0.379063970227	chr10
chr10_116899727	0.339253674538	chr10
chr10_116954903	0.341227048813	chr10
chr10_117010727	0.359653456611	chr10
chr10_117067400	0.35345479104	chr10
chr10_117129588	0.34352144554	chr10
chr10_117183048	0.32347253728	chr10
chr10_117236829	0.353456588967	chr10
chr10_117296974	0.347986256243	chr10
chr10_117353435	0.341174017703	chr10
chr10_117406193	0.352706976744	chr10
chr10_117459942	0.340838928764	chr10
chr10_117511769	0.368367862557	chr10
chr10_117567180	0.373440251808	chr10
chr10_117620553	0.388533678456	chr10
chr10_117672321	0.389770756712	chr10
chr10_117724797	0.434308036997	chr10
chr10_117777017	0.42962962963	chr10
chr10_117830881	0.461307082308	chr10
chr10_117882078	0.422936858128	chr10
chr10_117933976	0.436103372082	chr10
chr10_117986020	0.440592903828	chr10
chr10_118037427	0.388890965499	chr10
chr10_118090932	0.341657207719	chr10
chr10_118143791	0.378623086315	chr10
chr10_118197025	0.401934946355	chr10
chr10_118255837	0.400689802304	chr10
chr10_118312084	0.406548306125	chr10
chr10_118366662	0.447859778598	chr10
chr10_118420861	0.48577178431	chr10
chr10_118474029	0.488075729241	chr10
chr10_118525897	0.490982901186	chr10
chr10_118579350	0.428488849109	chr10
chr10_118632977	0.392082471066	chr10
chr10_118685164	0.379481144503	chr10
chr10_118742096	0.397941442381	chr10
chr10_118799611	0.384962704464	chr10
chr10_118860073	0.458797051109	chr10
chr10_118916500	0.477094992773	chr10
chr10_118970461	0.48640173328	chr10
chr10_119023077	0.383015894115	chr10
chr10_119075737	0.373032991354	chr10
chr10_119129053	0.439617111268	chr10
chr10_119182958	0.473274426016	chr10
chr10_119238185	0.459569142077	chr10
chr10_119290916	0.512602885735	chr10
chr10_119341578	0.461040568067	chr10
chr10_119394106	0.440324088501	chr10
chr10_119445449	0.440975175934	chr10
chr10_119497172	0.440436530729	chr10
chr10_119549401	0.434733817353	chr10
chr10_119608213	0.423460625591	chr10
chr10_119660035	0.41746163819	chr10
chr10_119711713	0.386959326075	chr10
chr10_119762875	0.360840716755	chr10
chr10_119813212	0.3819340116	chr10
chr10_119865796	0.382403458324	chr10
chr10_119917612	0.379380532673	chr10
chr10_119969688	0.411747751902	chr10
chr10_120021731	0.419292226252	chr10
chr10_120072735	0.369818968373	chr10
chr10_120124051	0.397491492465	chr10
chr10_120175475	0.391847034844	chr10
chr10_120226989	0.414536102115	chr10
chr10_120279478	0.421843687375	chr10
chr10_120331373	0.457178312681	chr10
chr10_120386169	0.440310865538	chr10
chr10_120447159	0.389875372229	chr10
chr10_120501560	0.441289050094	chr10
chr10_120561386	0.489966128856	chr10
chr10_120616299	0.43497949419	chr10
chr10_120674818	0.454699607986	chr10
chr10_120729662	0.456863058172	chr10
chr10_120786028	0.434646218194	chr10
chr10_120843407	0.463876740484	chr10
chr10_120908115	0.481600885763	chr10
chr10_120969530	0.464887303166	chr10
chr10_121027827	0.510864435257	chr10
chr10_121080797	0.505560713135	chr10
chr10_121133577	0.517090936682	chr10
chr10_121186294	0.523223553836	chr10
chr10_121239278	0.48854368261	chr10
chr10_121297149	0.427072723569	chr10
chr10_121356056	0.456947823736	chr10
chr10_121415239	0.476343026121	chr10
chr10_121472050	0.435086568504	chr10
chr10_121529980	0.404729272883	chr10
chr10_121584702	0.405812286313	chr10
chr10_121639103	0.413256227758	chr10
chr10_121697550	0.418461972427	chr10
chr10_121754271	0.423111343128	chr10
chr10_121807906	0.418086402399	chr10
chr10_121861260	0.413433146907	chr10
chr10_121918833	0.399609571302	chr10
chr10_121970570	0.399697453568	chr10
chr10_122030064	0.41549622751	chr10
chr10_122081753	0.406725735743	chr10
chr10_122135813	0.427130619765	chr10
chr10_122188461	0.431604535332	chr10
chr10_122247287	0.427046194762	chr10
chr10_122299175	0.413919483841	chr10
chr10_122351561	0.426520582007	chr10
chr10_122403037	0.39773438939	chr10
chr10_122457326	0.40080156585	chr10
chr10_122510970	0.423879493577	chr10
chr10_122565074	0.417143954739	chr10
chr10_122622341	0.388444249534	chr10
chr10_122686187	0.464168521103	chr10
chr10_122739212	0.41812638476	chr10
chr10_122792018	0.433223289316	chr10
chr10_122845329	0.429616941763	chr10
chr10_122896704	0.408291054488	chr10
chr10_122949724	0.43467266086	chr10
chr10_123003108	0.415066610681	chr10
chr10_123055501	0.412313397175	chr10
chr10_123107817	0.424662853915	chr10
chr10_123164468	0.45182944124	chr10
chr10_123217352	0.459944984	chr10
chr10_123270790	0.441211735172	chr10
chr10_123324167	0.483855659189	chr10
chr10_123378953	0.467902660938	chr10
chr10_123434346	0.446296227329	chr10
chr10_123488047	0.398246466761	chr10
chr10_123541538	0.38030274715	chr10
chr10_123595047	0.381913249721	chr10
chr10_123650700	0.428256397597	chr10
chr10_123711464	0.447307922969	chr10
chr10_123771491	0.466850782492	chr10
chr10_123831235	0.489217509477	chr10
chr10_123887158	0.494871015539	chr10
chr10_123939799	0.497530487257	chr10
chr10_123995477	0.471948135896	chr10
chr10_124048075	0.451839433734	chr10
chr10_124101759	0.435787037915	chr10
chr10_124154481	0.365231565826	chr10
chr10_124206625	0.481901881592	chr10
chr10_124258867	0.473038643962	chr10
chr10_124310310	0.492612077428	chr10
chr10_124389763	0.476158102468	chr10
chr10_124442715	0.433127651369	chr10
chr10_124494574	0.419367283951	chr10
chr10_124546413	0.433346626545	chr10
chr10_124601578	0.400338752205	chr10
chr10_124658846	0.391369606004	chr10
chr10_124717475	0.403685442881	chr10
chr10_124770005	0.404698412698	chr10
chr10_124825129	0.46299885224	chr10
chr10_124878275	0.47792059299	chr10
chr10_124929000	0.421619293712	chr10
chr10_124982405	0.431049763346	chr10
chr10_125035435	0.436989432661	chr10
chr10_125088806	0.449723507505	chr10
chr10_125141971	0.452515698891	chr10
chr10_125193566	0.476980378605	chr10
chr10_125245651	0.464725018768	chr10
chr10_125297599	0.473703768898	chr10
chr10_125348727	0.430829888954	chr10
chr10_125401227	0.49580467009	chr10
chr10_125452831	0.454001795984	chr10
chr10_125505169	0.468903343604	chr10
chr10_125557746	0.410962962963	chr10
chr10_125611745	0.474275474025	chr10
chr10_125663640	0.472577908053	chr10
chr10_125715495	0.470670868294	chr10
chr10_125768172	0.501122717954	chr10
chr10_125819386	0.507047195742	chr10
chr10_125920682	0.497488680035	chr10
chr10_125973243	0.481304678214	chr10
chr10_126024565	0.516204981054	chr10
chr10_126078930	0.451955667028	chr10
chr10_126137937	0.501097383978	chr10
chr10_126194434	0.548180675186	chr10
chr10_126247722	0.543035234398	chr10
chr10_126301305	0.554513618677	chr10
chr10_126352704	0.522735276854	chr10
chr10_126403813	0.450458523193	chr10
chr10_126456263	0.439622107646	chr10
chr10_126519878	0.460057670313	chr10
chr10_126581954	0.43028713418	chr10
chr10_126639905	0.444777007306	chr10
chr10_126693695	0.508704099102	chr10
chr10_126745681	0.488117807013	chr10
chr10_126797901	0.499447256647	chr10
chr10_126849461	0.469430649016	chr10
chr10_126908457	0.455557525261	chr10
chr10_126964866	0.407007834265	chr10
chr10_127018348	0.412721866169	chr10
chr10_127072490	0.402539348635	chr10
chr10_127125731	0.421622674588	chr10
chr10_127177065	0.425139146568	chr10
chr10_127230964	0.438609108049	chr10
chr10_127282412	0.428091333012	chr10
chr10_127344601	0.427909680466	chr10
chr10_127399649	0.396042506413	chr10
chr10_127454228	0.477412255299	chr10
chr10_127506025	0.428023708094	chr10
chr10_127560014	0.402816397324	chr10
chr10_127632659	0.423719487795	chr10
chr10_127692634	0.427570048953	chr10
chr10_127745132	0.447088540282	chr10
chr10_127797785	0.433837193708	chr10
chr10_127849981	0.428911532235	chr10
chr10_127902485	0.450196413986	chr10
chr10_127953906	0.421527710376	chr10
chr10_128005420	0.411729066058	chr10
chr10_128061536	0.428203428355	chr10
chr10_128114330	0.431659561625	chr10
chr10_128167343	0.422484204038	chr10
chr10_128219254	0.429454823148	chr10
chr10_128272942	0.436132449336	chr10
chr10_128326184	0.442345399055	chr10
chr10_128384834	0.435277945164	chr10
chr10_128437937	0.409534330387	chr10
chr10_128496776	0.411249952234	chr10
chr10_128549113	0.474925300816	chr10
chr10_128611027	0.455526099278	chr10
chr10_128815721	0.442281025018	chr10
chr10_128868363	0.443087583778	chr10
chr10_128921180	0.439961389961	chr10
chr10_128972979	0.438790704965	chr10
chr10_129024016	0.420790875947	chr10
chr10_129077500	0.454509478762	chr10
chr10_129130565	0.446106628576	chr10
chr10_129182370	0.482409279963	chr10
chr10_129234783	0.456448535189	chr10
chr10_129288236	0.435202875248	chr10
chr10_129341100	0.405985066501	chr10
chr10_129392527	0.389802414722	chr10
chr10_129445617	0.390664770175	chr10
chr10_129499048	0.423021704248	chr10
chr10_129558252	0.414590234769	chr10
chr10_129613795	0.463702290076	chr10
chr10_129666194	0.456172923955	chr10
chr10_129717360	0.462556999218	chr10
chr10_129769772	0.470088251622	chr10
chr10_129822008	0.502247790308	chr10
chr10_129874503	0.449045140568	chr10
chr10_129926185	0.437760722348	chr10
chr10_129981559	0.446326797386	chr10
chr10_130038933	0.458992526449	chr10
chr10_130090447	0.446289176279	chr10
chr10_130141944	0.429904599981	chr10
chr10_130194878	0.4460253107	chr10
chr10_130247661	0.505012481674	chr10
chr10_130298134	0.460230974237	chr10
chr10_130348788	0.427548644123	chr10
chr10_130400746	0.426231698704	chr10
chr10_130453132	0.410891855291	chr10
chr10_130504821	0.462465764379	chr10
chr10_130554841	0.43004206119	chr10
chr10_130606907	0.426857668448	chr10
chr10_130658005	0.442724942774	chr10
chr10_130709117	0.462129829378	chr10
chr10_130760106	0.462298880646	chr10
chr10_130813618	0.449616207621	chr10
chr10_130864556	0.445025387418	chr10
chr10_130917534	0.417617026271	chr10
chr10_130968654	0.402847030758	chr10
chr10_131019794	0.423034677546	chr10
chr10_131070777	0.388978294148	chr10
chr10_131121730	0.44431377161	chr10
chr10_131172747	0.446918041067	chr10
chr10_131224223	0.464990952718	chr10
chr10_131275066	0.445475774642	chr10
chr10_131326024	0.464962978008	chr10
chr10_131380180	0.443853123887	chr10
chr10_131430725	0.431022595197	chr10
chr10_131481487	0.465861717034	chr10
chr10_131539295	0.491659893959	chr10
chr10_131590972	0.46568839016	chr10
chr10_131641945	0.474338238195	chr10
chr10_131692642	0.506027844754	chr10
chr10_131744069	0.467930029155	chr10
chr10_131798262	0.507168255409	chr10
chr10_131851133	0.433449583531	chr10
chr10_131910200	0.44188644337	chr10
chr10_131967492	0.504418595868	chr10
chr10_132020449	0.461112311652	chr10
chr10_132071351	0.440679597632	chr10
chr10_132133681	0.482872758063	chr10
chr10_132185644	0.468534840215	chr10
chr10_132237494	0.471458119889	chr10
chr10_132289224	0.443189518862	chr10
chr10_132342347	0.46273555543	chr10
chr10_132395359	0.412730191708	chr10
chr10_132448303	0.470460665426	chr10
chr10_132503635	0.49069081882	chr10
chr10_132555196	0.516229550766	chr10
chr10_132609109	0.44019682059	chr10
chr10_132661948	0.478306150521	chr10
chr10_132712837	0.470826189972	chr10
chr10_132764749	0.450525997696	chr10
chr10_132817695	0.479473449353	chr10
chr10_132871478	0.522807276212	chr10
chr10_132925736	0.505434158662	chr10
chr10_132977997	0.494314048321	chr10
chr10_133030230	0.504976192335	chr10
chr10_133081473	0.41483765988	chr10
chr10_133134324	0.471736191764	chr10
chr10_133186846	0.501062072221	chr10
chr10_133237689	0.45863288828	chr10
chr10_133290266	0.466741650805	chr10
chr10_133348055	0.455868553592	chr10
chr10_133450273	0.499861488171	chr10
chr10_133504419	0.496559337626	chr10
chr10_133558768	0.521745892875	chr10
chr10_133610202	0.496410370866	chr10
chr10_133663967	0.483671732082	chr10
chr10_133769177	0.485764969826	chr10
chr10_133826675	0.51490317046	chr10
chr10_133881461	0.492477978292	chr10
chr10_133942082	0.573674992385	chr10
chr10_133994609	0.582045454545	chr10
chr10_134047408	0.57483075211	chr10
chr10_134101322	0.509552011585	chr10
chr10_134155184	0.542424798239	chr10
chr10_134209703	0.603727307841	chr10
chr10_134261482	0.564604952609	chr10
chr10_134314867	0.545456197086	chr10
chr10_134369908	0.512629634372	chr10
chr10_134424580	0.528014360463	chr10
chr10_134476945	0.530630175911	chr10
chr10_134530437	0.578447725176	chr10
chr10_134586792	0.588139851356	chr10
chr10_134644109	0.538998482549	chr10
chr10_134696828	0.566690777577	chr10
chr10_134752127	0.545194367051	chr10
chr10_134804887	0.579604886252	chr10
chr10_134858997	0.601326150021	chr10
chr10_134914495	0.564459080376	chr10
chr10_134971887	0.590875150773	chr10
chr10_135024117	0.607843488222	chr10
chr10_135079984	0.576806878922	chr10
chr10_135135922	0.574018934869	chr10
chr10_135192008	0.516663017298	chr10
chr10_135260512	0.470068882137	chr10
chr10_135323372	0.439410277385	chr10
chr10_135377159	0.483101607177	chr10
chr11_0	0.446678242829	chr11
chr11_237375	0.499087757708	chr11
chr11_292184	0.534076369298	chr11
chr11_357052	0.632750342936	chr11
chr11_415371	0.576754385965	chr11
chr11_472370	0.570048309179	chr11
chr11_533848	0.606790704157	chr11
chr11_591249	0.589195101397	chr11
chr11_647019	0.534366856441	chr11
chr11_707265	0.555377207063	chr11
chr11_771433	0.61558900071	chr11
chr11_826381	0.633949453037	chr11
chr11_879400	0.571481169788	chr11
chr11_936435	0.52829871896	chr11
chr11_995995	0.595673940459	chr11
chr11_1048328	0.58862094951	chr11
chr11_1101407	0.547354718735	chr11
chr11_1155181	0.60880690498	chr11
chr11_1257548	0.601450914496	chr11
chr11_1319439	0.503016025984	chr11
chr11_1375472	0.580743824088	chr11
chr11_1430726	0.632086682978	chr11
