bin.chrom	bin.start	bin.end	bin.length	gene.count	cgi.count	dist.telomere	gc.content	chrom.arm
chr6	32855706	32988107	132402	5	4	32855706	0.423052522	chr6p
chr6	32988108	33128472	140365	3	2	32988108	0.42280483	chr6p
chr6	33128473	33263642	135170	12	11	33128473	0.511333876	chr6p
chr6	33263643	33414929	151287	7	11	33263643	0.501959851	chr6p
chr6	33414930	33573704	158775	4	3	33414930	0.485649504	chr6p
chr6	33573705	33707672	133968	3	4	33573705	0.531320912	chr6p
chr6	33707673	33839127	131455	2	2	33707673	0.532098437	chr6p
chr6	33839128	33968909	129782	1	1	33839128	0.506418456	chr6p
chr6	33968910	34097471	128562	1	3	33968910	0.549944774	chr6p
chr6	34097472	34247860	150389	2	7	34097472	0.504471737	chr6p
chr6	34247861	34398451	150591	3	2	34247861	0.435019357	chr6p
chr6	34398452	34536940	138489	2	4	34398452	0.520806707	chr6p
chr6	34536941	34678977	142037	1	1	34536941	0.435217584	chr6p
chr6	34678978	34833932	154955	2	2	34678978	0.438895163	chr6p
chr6	34833933	34974581	140649	2	2	34833933	0.420600218	chr6p
chr6	34974582	35108471	133890	1	0	34974582	0.461259243	chr6p
chr6	35108472	35242886	134415	2	4	35108472	0.474322062	chr6p
chr6	35242887	35391610	148724	2	1	35242887	0.485974019	chr6p
chr6	35391611	35537444	145834	4	6	35391611	0.506946254	chr6p
chr6	35537445	35682935	145491	1	1	35537445	0.411056354	chr6p
chr6	35682936	35829711	146776	7	6	35682936	0.469048073	chr6p
chr6	35829712	35976224	146513	1	1	35829712	0.418618143	chr6p
chr6	35976225	36112792	136568	2	2	35976225	0.428614317	chr6p
chr6	36112793	36245999	133207	2	1	36112793	0.441590907	chr6p
chr6	36246000	36383614	137615	3	1	36246000	0.474410493	chr6p
chr6	36383615	36529868	146254	2	3	36383615	0.42322945	chr6p
chr6	36529869	36674625	144757	3	4	36529869	0.470940956	chr6p
chr6	36674626	36807788	133163	1	2	36674626	0.515713824	chr6p
chr6	36807789	36946837	139049	4	4	36807789	0.461837194	chr6p
chr6	36946838	37091347	144510	1	2	36946838	0.493114663	chr6p
chr6	37091348	37239320	147973	3	2	37091348	0.449987498	chr6p
chr6	37239321	37379484	140164	1	1	37239321	0.435404241	chr6p
chr6	37379485	37515953	136469	2	3	37379485	0.474979666	chr6p
chr6	37515954	37647822	131869	1	4	37515954	0.508474319	chr6p
chr6	37647823	37786339	138517	0	2	37647823	0.491766354	chr6p
chr6	37786340	37922341	136002	1	1	37786340	0.390376612	chr6p
chr6	37922342	38053401	131060	0	0	37922342	0.378124523	chr6p
chr6	38053402	38185565	132164	1	0	38053402	0.457363579	chr6p
chr6	38185566	38329168	143603	0	0	38185566	0.406036086	chr6p
chr6	38329169	38464174	135006	0	0	38329169	0.394952817	chr6p
chr6	38464175	38601075	136901	0	0	38464175	0.392334607	chr6p
chr6	38601076	38740618	139543	2	4	38601076	0.402492422	chr6p
chr6	38740619	38872726	132108	0	0	38740619	0.385926666	chr6p
chr6	38872727	39004440	131714	0	0	38872727	0.397581123	chr6p
chr6	39004441	39137931	133491	2	2	39004441	0.465694316	chr6p
chr6	39137932	39273249	135318	2	2	39137932	0.49241786	chr6p
chr6	39273250	39403618	130369	2	1	39273250	0.467695541	chr6p
chr6	39403619	39549417	145799	0	0	39403619	0.400359399	chr6p
chr6	39549418	39680325	130908	0	0	39549418	0.374430898	chr6p
chr6	39680326	39818271	137946	1	2	39680326	0.434329375	chr6p
chr6	39818272	39948263	129992	1	2	39818272	0.46340544	chr6p
chr6	39948264	40080747	132484	0	0	39948264	0.415348268	chr6p
chr6	40080748	40209585	128838	0	0	40080748	0.429500613	chr6p
chr6	40209586	40338426	128841	0	0	40209586	0.463128973	chr6p
chr6	40338427	40465837	127411	2	1	40338427	0.472039306	chr6p
chr6	40465838	40594803	128966	0	2	40465838	0.476613991	chr6p
chr6	40594804	40721734	126931	0	0	40594804	0.467395672	chr6p
chr6	40721735	40855186	133452	0	0	40721735	0.44947247	chr6p
chr6	40855187	40986546	131360	0	0	40855187	0.44466352	chr6p
chr6	40986547	41119258	132712	7	3	40986547	0.430307734	chr6p
chr6	41119259	41255724	136466	6	0	41119259	0.447994372	chr6p
chr6	41255725	41387798	132074	1	4	41255725	0.449210291	chr6p
chr6	41387799	41520583	132785	1	5	41387799	0.508852657	chr6p
chr6	41520584	41655183	134600	2	6	41520584	0.522080238	chr6p
chr6	41655184	41792480	137297	5	5	41655184	0.506085348	chr6p
chr6	41792481	41941004	148524	3	3	41792481	0.443275161	chr6p
chr6	41941005	42092903	151899	2	3	41941005	0.477870164	chr6p
chr6	42092904	42236275	143372	4	3	42092904	0.477568842	chr6p
chr6	42236276	42371113	134838	0	0	42236276	0.458594758	chr6p
chr6	42371114	42511493	140380	0	2	42371114	0.426385525	chr6p
chr6	42511494	42653368	141875	1	1	42511494	0.394142731	chr6p
chr6	42653369	42803203	149835	4	4	42653369	0.456502152	chr6p
chr6	42803204	42965317	162114	7	6	42803204	0.479582269	chr6p
chr6	42965318	43111030	145713	7	5	42965318	0.505418185	chr6p
chr6	43111031	43250585	139555	4	9	43111031	0.512887392	chr6p
chr6	43250586	43393667	143082	3	4	43250586	0.455955326	chr6p
chr6	43393668	43535723	142056	7	4	43393668	0.488117362	chr6p
chr6	43535724	43684824	149101	5	6	43535724	0.474644704	chr6p
chr6	43684825	43813572	128748	1	1	43684825	0.502322366	chr6p
chr6	43813573	43941979	128407	1	0	43813573	0.501631531	chr6p
chr6	43941980	44072495	130516	1	2	43941980	0.51620491	chr6p
chr6	44072496	44213112	140617	4	6	44072496	0.506183463	chr6p
chr6	44213113	44349423	136311	7	8	44213113	0.485096581	chr6p
chr6	44349424	44482439	133016	1	1	44349424	0.426542672	chr6p
chr6	44482440	44615949	133510	0	0	44482440	0.457800914	chr6p
chr6	44615950	44762148	146199	0	1	44615950	0.442465407	chr6p
chr6	44762149	44914772	152624	1	0	44762149	0.38605986	chr6p
chr6	44914773	45057053	142281	0	0	44914773	0.356611213	chr6p
chr6	45057054	45195282	138229	1	0	45057054	0.356799224	chr6p
chr6	45195283	45336964	141682	1	0	45195283	0.354815714	chr6p
chr6	45336965	45468256	131292	0	3	45336965	0.399026597	chr6p
chr6	45468257	45597361	129105	0	0	45468257	0.411331862	chr6p
chr6	45597362	45734150	136789	0	1	45597362	0.437038066	chr6p
chr6	45734151	45864394	130244	0	0	45734151	0.416341636	chr6p
chr6	45864395	45994985	130591	1	1	45864395	0.427969768	chr6p
chr6	45994986	46134743	139758	2	1	45994986	0.389444611	chr6p
chr6	46134744	46271425	136682	1	0	46134744	0.405115524	chr6p
chr6	46271426	46404842	133417	0	0	46271426	0.396643606	chr6p
chr6	46404843	46535651	130809	1	1	46404843	0.381739789	chr6p
chr6	46535652	46665848	130197	2	2	46535652	0.371252794	chr6p
chr6	46665849	46798595	132747	3	1	46665849	0.388053967	chr6p
chr6	46798596	46936001	137406	1	0	46798596	0.414668937	chr6p
chr6	46936002	47071750	135749	1	0	46936002	0.400503871	chr6p
chr6	47071751	47212799	141049	1	0	47071751	0.405929854	chr6p
chr6	47212800	47355152	142353	0	1	47212800	0.406110163	chr6p
chr6	47355153	47492418	137266	1	1	47355153	0.391094663	chr6p
chr6	47492419	47633543	141125	1	0	47492419	0.367794508	chr6p
chr6	47633544	47762862	129319	2	0	47633544	0.389231281	chr6p
chr6	47762863	47891519	128657	1	0	47762863	0.375984206	chr6p
chr6	47891520	48023532	132013	0	0	47891520	0.361699227	chr6p
chr6	48023533	48156844	133312	0	1	48023533	0.363170607	chr6p
chr6	48156845	48290439	133595	0	0	48156845	0.361173697	chr6p
chr6	48290440	48429394	138955	0	0	48290440	0.354841495	chr6p
chr6	48429395	48567350	137956	0	0	48429395	0.354083911	chr6p
chr6	48567351	48699289	131939	0	0	48567351	0.349972336	chr6p
chr6	48699290	48837285	137996	0	0	48699290	0.355039277	chr6p
chr6	48837286	48971326	134041	0	0	48837286	0.355271894	chr6p
chr6	48971327	49113532	142206	0	0	48971327	0.356292983	chr6p
chr6	49113533	49251883	138351	0	0	49113533	0.359650454	chr6p
chr6	49251884	49388523	136640	0	0	49251884	0.358687061	chr6p
chr6	49388524	49528989	140466	4	2	49388524	0.375621147	chr6p
chr6	49528990	49669195	140206	2	0	49528990	0.374213657	chr6p
chr6	49669196	49807710	138515	3	0	49669196	0.363549074	chr6p
chr6	49807711	49939689	131979	3	0	49807711	0.351722623	chr6p
chr6	49939690	50069979	130290	2	0	49939690	0.346404175	chr6p
chr6	50069980	50205401	135422	0	0	50069980	0.355414925	chr6p
chr6	50205402	50340940	135539	0	0	50205402	0.369111473	chr6p
chr6	50340941	50476705	135765	0	0	50340941	0.358391338	chr6p
chr6	50476706	50617264	140559	0	0	50476706	0.357408633	chr6p
chr6	50617265	50746623	129359	1	2	50617265	0.374059787	chr6p
chr6	50746624	50878058	131435	1	5	50746624	0.392079735	chr6p
chr6	50878059	51020819	142761	0	0	50878059	0.377687183	chr6p
chr6	51020820	51160870	140051	0	0	51020820	0.379083334	chr6p
chr6	51160871	51294776	133906	0	0	51160871	0.374971995	chr6p
chr6	51294777	51425864	131088	0	0	51294777	0.377402966	chr6p
chr6	51425865	51561079	135215	1	0	51425865	0.36744444	chr6p
chr6	51561080	51691739	130660	0	0	51561080	0.365482933	chr6p
chr6	51691740	51839883	148144	0	0	51691740	0.39427179	chr6p
chr6	51839884	51976330	136447	0	0	51839884	0.403050269	chr6p
chr6	51976331	52110121	133791	4	0	51976331	0.405199154	chr6p
chr6	52110122	52247568	137447	2	3	52110122	0.430791505	chr6p
chr6	52247569	52387678	140110	2	2	52247569	0.412875598	chr6p
chr6	52387679	52524297	136619	0	2	52387679	0.436191159	chr6p
chr6	52524298	52682919	158622	5	2	52524298	0.415440481	chr6p
chr6	52682920	52842495	159576	2	0	52682920	0.42779616	chr6p
chr6	52842496	52974502	132007	3	3	52842496	0.403145288	chr6p
chr6	52974503	53118569	144067	1	0	52974503	0.433395573	chr6p
chr6	53118570	53257077	138508	1	2	53118570	0.419874664	chr6p
chr6	53257078	53399335	142258	1	0	53257078	0.399140997	chr6p
chr6	53399336	53534397	135062	1	3	53399336	0.398224519	chr6p
chr6	53534398	53672101	137704	1	1	53534398	0.402370302	chr6p
chr6	53672102	53802020	129919	0	0	53672102	0.394076309	chr6p
chr6	53802021	53933171	131151	1	0	53802021	0.376169454	chr6p
chr6	53933172	54062695	129524	0	0	53933172	0.363392113	chr6p
chr6	54062696	54199362	136667	1	0	54062696	0.362633262	chr6p
chr6	54199363	54335198	135836	0	0	54199363	0.350694956	chr6p
chr6	54335199	54476310	141112	0	0	54335199	0.358190657	chr6p
chr6	54476311	54609992	133682	0	0	54476311	0.361858739	chr6p
chr6	54609993	54748988	138996	1	1	54609993	0.370226481	chr6p
chr6	54748989	54886987	137999	0	0	54748989	0.360009855	chr6p
chr6	54886988	55031620	144633	0	0	54886988	0.356474663	chr6p
chr6	55031621	55162558	130938	1	1	55031621	0.349295086	chr6p
chr6	55162559	55307506	144948	2	0	55162559	0.362543809	chr6p
chr6	55307507	55436046	128540	0	0	55307507	0.342578186	chr6p
chr6	55436047	55578109	142063	0	1	55436047	0.354772179	chr6p
chr6	55578110	55713090	134981	1	0	55578110	0.34582645	chr6p
chr6	55713091	55843507	130417	0	0	55713091	0.349992716	chr6p
chr6	55843508	55977005	133498	1	0	55843508	0.356102713	chr6p
chr6	55977006	56114606	137601	0	1	55977006	0.361516268	chr6p
chr6	56114607	56249277	134671	0	0	56114607	0.385888573	chr6p
chr6	56249278	56378622	129345	1	2	56249278	0.376435115	chr6p
chr6	56378623	56513511	134889	0	1	56378623	0.36759113	chr6p
chr6	56513512	56654200	140689	0	0	56513512	0.385232676	chr6p
chr6	56654201	56792895	138695	0	1	56654201	0.398017232	chr6p
chr6	56792896	56930138	137243	2	2	56792896	0.389018019	chr6p
chr6	56930139	57065494	135356	3	2	56930139	0.374915039	chr6p
chr6	57065495	57219649	154155	1	1	57065495	0.398293925	chr6p
chr6	57219650	57362115	142466	0	0	57219650	0.375198293	chr6p
chr6	57362116	57502212	140097	0	0	57362116	0.369030029	chr6p
chr6	57502213	57657369	155157	0	0	57502213	0.377933319	chr6p
chr6	57657370	57909676	252307	0	0	57657370	0.369910466	chr6p
chr6	57909677	58240968	331292	0	1	57909677	0.3789443	chr6p
chr6	58240969	58541350	300382	1	1	58240969	0.381993595	chr6p
chr6	58541351	58773409	232059	0	0	58541351	0.375339892	chr6p
chr6	58773410	62040203	3266794	0	0	58773410	0.369503699	chr6p
chr6	62040204	62275546	235343	0	0	62040204	0.368959173	chr6q
chr6	62275547	62413361	137815	2	0	62275547	0.357283315	chr6q
chr6	62413362	62551019	137658	0	0	62413362	0.345588342	chr6q
chr6	62551020	62684130	133111	0	0	62551020	0.353374252	chr6q
chr6	62684131	62823315	139185	0	0	62684131	0.344634839	chr6q
chr6	62823316	62956711	133396	0	0	62823316	0.352004558	chr6q
chr6	62956712	63091660	134949	0	1	62956712	0.354378321	chr6q
chr6	63091661	63229538	137878	0	0	63091661	0.343644381	chr6q
chr6	63229539	63371338	141800	0	0	63229539	0.362284908	chr6q
chr6	63371339	63504882	133544	0	0	63371339	0.339955371	chr6q
chr6	63504883	63639442	134560	0	0	63504883	0.370399822	chr6q
chr6	63639443	63790673	151231	0	0	63639443	0.364065569	chr6q
chr6	63790674	63932398	141725	0	0	63790674	0.372538367	chr6q
chr6	63932399	64081435	149037	1	0	63932399	0.387319927	chr6q
chr6	64081436	64229919	148484	0	0	64081436	0.40311414	chr6q
chr6	64229920	64369734	139815	2	2	64229920	0.387454851	chr6q
chr6	64369735	64507616	137882	1	0	64369735	0.365116549	chr6q
chr6	64507617	64656499	148883	0	0	64507617	0.379244104	chr6q
chr6	64656500	64796252	139753	0	0	64656500	0.368070811	chr6q
chr6	64796253	64935805	139553	0	0	64796253	0.354008871	chr6q
chr6	64935806	65077023	141218	0	0	64935806	0.356625926	chr6q
chr6	65077024	65217934	140911	0	0	65077024	0.349752681	chr6q
chr6	65217935	65357227	139293	0	0	65217935	0.350297574	chr6q
chr6	65357228	65495867	138640	0	0	65357228	0.356145413	chr6q
chr6	65495868	65626122	130255	0	0	65495868	0.338251891	chr6q
chr6	65626123	65759891	133769	0	0	65626123	0.349520442	chr6q
chr6	65759892	65887885	127994	0	0	65759892	0.328921668	chr6q
chr6	65887886	66039744	151859	0	1	65887886	0.344332572	chr6q
chr6	66039745	66173075	133331	0	0	66039745	0.327635734	chr6q
chr6	66173076	66311856	138781	0	0	66173076	0.340298744	chr6q
chr6	66311857	66449135	137279	0	0	66311857	0.350388625	chr6q
chr6	66449136	66587257	138122	1	1	66449136	0.351971446	chr6q
chr6	66587258	66722332	135075	0	0	66587258	0.344667777	chr6q
chr6	66722333	66853368	131036	0	1	66722333	0.354162215	chr6q
chr6	66853369	66990063	136695	0	0	66853369	0.352141629	chr6q
chr6	66990064	67122957	132894	0	0	66990064	0.346268455	chr6q
chr6	67122958	67260875	137918	0	0	67122958	0.341993068	chr6q
chr6	67260876	67405429	144554	0	0	67260876	0.349218977	chr6q
chr6	67405430	67538330	132901	0	0	67405430	0.342239712	chr6q
chr6	67538331	67675455	137125	0	0	67538331	0.349097539	chr6q
chr6	67675456	67812014	136559	0	0	67675456	0.33837389	chr6q
chr6	67812015	67943383	131369	0	0	67812015	0.330686844	chr6q
chr6	67943384	68078867	135484	0	0	67943384	0.341457294	chr6q
chr6	68078868	68214845	135978	0	0	68078868	0.330178411	chr6q
chr6	68214846	68351435	136590	0	0	68214846	0.345750055	chr6q
chr6	68351436	68486147	134712	0	0	68351436	0.342263495	chr6q
chr6	68486148	68624631	138484	0	0	68486148	0.353571532	chr6q
chr6	68624632	68760594	135963	0	0	68624632	0.351345587	chr6q
chr6	68760595	68893564	132970	0	0	68760595	0.349349477	chr6q
chr6	68893565	69034727	141163	0	0	68893565	0.354469656	chr6q
chr6	69034728	69167506	132779	0	0	69034728	0.352631064	chr6q
chr6	69167507	69306159	138653	0	0	69167507	0.345329708	chr6q
chr6	69306160	69439224	133065	1	1	69306160	0.352346598	chr6q
chr6	69439225	69577422	138198	0	0	69439225	0.352863283	chr6q
chr6	69577423	69708599	131177	0	0	69577423	0.345937169	chr6q
chr6	69708600	69840263	131664	0	0	69708600	0.35317171	chr6q
chr6	69840264	69973530	133267	0	0	69840264	0.35857339	chr6q
chr6	69973531	70103131	129601	0	0	69973531	0.352219504	chr6q
chr6	70103132	70261187	158056	0	0	70103132	0.381282583	chr6q
chr6	70261188	70396294	135107	1	0	70261188	0.371009644	chr6q
chr6	70396295	70528816	132522	0	1	70396295	0.358974359	chr6q
chr6	70528817	70661350	132534	1	1	70528817	0.358843768	chr6q
chr6	70661351	70803617	142267	0	0	70661351	0.355613037	chr6q
chr6	70803618	70932962	129345	1	0	70803618	0.376164521	chr6q
chr6	70932963	71075856	142894	0	1	70932963	0.387238093	chr6q
chr6	71075857	71213515	137659	1	1	71075857	0.367233526	chr6q
chr6	71213516	71355791	142276	1	1	71213516	0.391640192	chr6q
chr6	71355792	71506985	151194	1	1	71355792	0.388719129	chr6q
chr6	71506986	71650982	143997	1	0	71506986	0.381521837	chr6q
chr6	71650983	71794431	143449	0	1	71650983	0.395366995	chr6q
chr6	71794432	71932757	138326	0	0	71794432	0.377448925	chr6q
chr6	71932758	72074786	142029	1	1	71932758	0.384970675	chr6q
chr6	72074787	72206363	131577	3	1	72074787	0.367070233	chr6q
chr6	72206364	72338215	131852	0	2	72206364	0.374996208	chr6q
chr6	72338216	72470163	131948	0	0	72338216	0.367015794	chr6q
chr6	72470164	72611909	141746	1	1	72470164	0.370260889	chr6q
chr6	72611910	72746582	134673	0	0	72611910	0.363265094	chr6q
chr6	72746583	72888932	142350	0	0	72746583	0.359311556	chr6q
chr6	72888933	73018334	129402	0	1	72888933	0.3404816	chr6q
chr6	73018335	73153237	134903	0	0	73018335	0.366211278	chr6q
chr6	73153238	73298390	145153	0	0	73153238	0.369417098	chr6q
chr6	73298391	73428930	130540	1	1	73298391	0.370376896	chr6q
chr6	73428931	73563002	134072	0	0	73428931	0.364997912	chr6q
chr6	73563003	73708475	145473	1	0	73563003	0.374550604	chr6q
chr6	73708476	73842652	134177	0	0	73708476	0.374035789	chr6q
chr6	73842653	73985530	142878	3	2	73842653	0.417629026	chr6q
chr6	73985531	74142346	156816	5	7	73985531	0.441109326	chr6q
chr6	74142347	74304365	162019	3	4	74142347	0.441855585	chr6q
chr6	74304366	74456103	151738	1	2	74304366	0.416342643	chr6q
chr6	74456104	74598236	142133	0	0	74456104	0.382500897	chr6q
chr6	74598237	74758667	160431	0	0	74598237	0.394337753	chr6q
chr6	74758668	74901020	142353	0	0	74758668	0.368000674	chr6q
chr6	74901021	75043263	142243	0	0	74901021	0.360559043	chr6q
chr6	75043264	75196252	152989	0	0	75043264	0.361816863	chr6q
chr6	75196253	75340239	143987	0	0	75196253	0.369040261	chr6q
chr6	75340240	75479381	139142	0	0	75340240	0.354062756	chr6q
chr6	75479382	75626687	147306	0	0	75479382	0.366013604	chr6q
chr6	75626688	75772076	145389	0	0	75626688	0.368838083	chr6q
chr6	75772077	75901649	129573	1	1	75772077	0.366310883	chr6q
chr6	75901650	76033891	132242	3	3	75901650	0.38857549	chr6q
chr6	76033892	76173026	139135	0	0	76033892	0.384267079	chr6q
chr6	76173027	76309732	136706	0	0	76173027	0.378074115	chr6q
chr6	76309733	76452999	143267	1	1	76309733	0.380548207	chr6q
chr6	76453000	76590188	137189	1	1	76453000	0.382596272	chr6q
chr6	76590189	76733084	142896	1	0	76590189	0.384468425	chr6q
chr6	76733085	76882818	149734	0	0	76733085	0.382825544	chr6q
chr6	76882819	77029153	146335	0	0	76882819	0.365093792	chr6q
chr6	77029154	77167760	138607	0	0	77029154	0.362492515	chr6q
chr6	77167761	77304672	136912	0	0	77167761	0.36082301	chr6q
chr6	77304673	77442590	137918	0	0	77304673	0.369647182	chr6q
chr6	77442591	77586868	144278	0	0	77442591	0.364927432	chr6q
chr6	77586869	77730486	143618	0	0	77586869	0.357455194	chr6q
chr6	77730487	77873475	142989	0	0	77730487	0.355509864	chr6q
chr6	77873476	78010609	137134	0	0	77873476	0.359823239	chr6q
chr6	78010610	78142482	131873	0	0	78010610	0.353787356	chr6q
chr6	78142483	78275145	132663	1	1	78142483	0.371346947	chr6q
chr6	78275146	78420842	145697	0	1	78275146	0.368916313	chr6q
chr6	78420843	78589342	168500	0	0	78420843	0.369673591	chr6q
chr6	78589343	78733481	144139	0	0	78589343	0.362878888	chr6q
chr6	78733482	78870695	137214	0	0	78733482	0.361646771	chr6q
chr6	78870696	79005507	134812	0	0	78870696	0.362964721	chr6q
chr6	79005508	79139622	134115	0	0	79005508	0.35352496	chr6q
chr6	79139623	79275969	136347	0	0	79139623	0.368786992	chr6q
chr6	79275970	79425545	149576	0	0	79275970	0.377299834	chr6q
chr6	79425546	79580307	154762	1	1	79425546	0.382400072	chr6q
chr6	79580308	79722646	142339	1	1	79580308	0.357772641	chr6q
chr6	79722647	79853661	131015	0	1	79722647	0.35075373	chr6q
chr6	79853662	79988125	134464	1	1	79853662	0.37805658	chr6q
chr6	79988126	80138287	150162	0	0	79988126	0.389592573	chr6q
chr6	80138288	80273219	134932	1	1	80138288	0.369208194	chr6q
chr6	80273220	80414332	141113	1	1	80273220	0.387760164	chr6q
chr6	80414333	80544930	130598	1	0	80414333	0.386583255	chr6q
chr6	80544931	80679407	134477	1	1	80544931	0.380020375	chr6q
chr6	80679408	80816733	137326	2	2	80679408	0.374918078	chr6q
chr6	80816734	80956782	140049	0	0	80816734	0.372005512	chr6q
chr6	80956783	81090264	133482	0	0	80956783	0.365802131	chr6q
chr6	81090265	81240719	150455	0	0	81090265	0.379176498	chr6q
chr6	81240720	81385281	144562	0	0	81240720	0.36906656	chr6q
chr6	81385282	81529871	144590	0	0	81385282	0.350950965	chr6q
chr6	81529872	81678058	148187	0	0	81529872	0.345988515	chr6q
chr6	81678059	81814617	136559	0	0	81678059	0.35262414	chr6q
chr6	81814618	81954589	139972	0	0	81814618	0.347355185	chr6q
chr6	81954590	82100909	146320	0	0	81954590	0.360682067	chr6q
chr6	82100910	82248872	147963	0	0	82100910	0.358576131	chr6q
chr6	82248873	82389697	140825	0	0	82248873	0.362634475	chr6q
chr6	82389698	82516965	127268	1	1	82389698	0.36728007	chr6q
chr6	82516966	82652003	135038	0	0	82516966	0.379152535	chr6q
chr6	82652004	82789181	137178	0	0	82652004	0.375665194	chr6q
chr6	82789182	82938746	149565	1	0	82789182	0.370481062	chr6q
chr6	82938747	83083475	144729	1	3	82938747	0.389997858	chr6q
chr6	83083476	83233077	149602	0	0	83083476	0.383096483	chr6q
chr6	83233078	83382504	149427	0	0	83233078	0.376417916	chr6q
chr6	83382505	83526466	143962	0	0	83382505	0.383538712	chr6q
chr6	83526467	83663145	136679	1	0	83526467	0.386043211	chr6q
chr6	83663146	83797540	134395	1	2	83663146	0.381628781	chr6q
chr6	83797541	83929706	132166	3	1	83797541	0.371199855	chr6q
chr6	83929707	84082032	152326	0	0	83929707	0.368328453	chr6q
chr6	84082033	84227447	145415	1	1	84082033	0.388075508	chr6q
chr6	84227448	84371482	144035	1	0	84227448	0.367820321	chr6q
chr6	84371483	84506099	134617	0	1	84371483	0.370948691	chr6q
chr6	84506100	84645766	139667	2	2	84506100	0.37788454	chr6q
chr6	84645767	84787699	141933	1	1	84645767	0.400625647	chr6q
chr6	84787700	84933550	145851	1	0	84787700	0.378632988	chr6q
chr6	84933551	85067539	133989	0	1	84933551	0.374724791	chr6q
chr6	85067540	85205465	137926	0	0	85067540	0.372308339	chr6q
chr6	85205466	85355112	149647	0	0	85205466	0.378577586	chr6q
chr6	85355113	85490967	135855	1	2	85355113	0.391218579	chr6q
chr6	85490968	85632244	141277	0	0	85490968	0.371766105	chr6q
chr6	85632245	85773981	141737	0	0	85482822	0.39734861	chr6q
chr6	85773982	85910728	136747	0	0	85341085	0.381851156	chr6q
chr6	85910729	86062518	151790	0	0	85204338	0.395520126	chr6q
chr6	86062519	86203303	140785	1	1	85052548	0.407443975	chr6q
chr6	86203304	86342310	139007	2	1	84911763	0.377038566	chr6q
chr6	86342311	86499912	157602	3	2	84772756	0.408471974	chr6q
chr6	86499913	86675525	175613	0	0	84615154	0.395893243	chr6q
chr6	86675526	86835236	159711	0	0	84439541	0.380136622	chr6q
chr6	86835237	86975112	139876	0	0	84279830	0.38033687	chr6q
chr6	86975113	87122773	147661	0	0	84139954	0.387461821	chr6q
chr6	87122774	87262580	139807	0	0	83992293	0.389966168	chr6q
chr6	87262581	87423410	160830	0	0	83852486	0.382789281	chr6q
chr6	87423411	87572216	148806	0	0	83691656	0.386026101	chr6q
chr6	87572217	87728499	156283	1	1	83542850	0.386548761	chr6q
chr6	87728500	87868046	139547	2	3	83386567	0.393186525	chr6q
chr6	87868047	88002132	134086	1	0	83247020	0.377257879	chr6q
chr6	88002133	88149375	147243	4	2	83112934	0.397512955	chr6q
chr6	88149376	88288364	138989	2	1	82965691	0.381778414	chr6q
chr6	88288365	88433442	145078	3	2	82826702	0.400108907	chr6q
chr6	88433443	88578708	145266	0	0	82681624	0.421681605	chr6q
chr6	88578709	88709468	130760	0	0	82536358	0.401682472	chr6q
chr6	88709469	88842126	132658	1	1	82405598	0.385849327	chr6q
chr6	88842127	88977379	135253	1	1	82272940	0.385351896	chr6q
chr6	88977380	89130417	153038	0	0	82137687	0.387263294	chr6q
chr6	89130418	89269795	139378	0	0	81984649	0.405444188	chr6q
chr6	89269796	89404379	134584	1	0	81845271	0.397439517	chr6q
chr6	89404380	89544580	140201	0	0	81710687	0.35909159	chr6q
chr6	89544581	89682206	137626	0	1	81570486	0.377072646	chr6q
chr6	89682207	89827581	145375	2	2	81432860	0.422727429	chr6q
chr6	89827582	89973734	146153	3	1	81287485	0.423036133	chr6q
chr6	89973735	90109423	135689	2	1	81141332	0.423158841	chr6q
chr6	90109424	90247098	137675	1	2	81005643	0.429024877	chr6q
chr6	90247099	90382321	135223	2	1	80867968	0.432611316	chr6q
chr6	90382322	90522091	139770	0	0	80732745	0.412885455	chr6q
chr6	90522092	90667534	145443	3	4	80592975	0.440653727	chr6q
chr6	90667535	90805066	137532	0	0	80447532	0.403266149	chr6q
chr6	90805067	90939964	134898	0	0	80310000	0.401192012	chr6q
chr6	90939965	91070703	130739	0	1	80175102	0.402603661	chr6q
chr6	91070704	91200272	129569	0	0	80044363	0.418510601	chr6q
chr6	91200273	91333684	133412	1	2	79914794	0.370971127	chr6q
chr6	91333685	91472031	138347	0	0	79781382	0.382899521	chr6q
chr6	91472032	91602664	130633	0	0	79643035	0.38304257	chr6q
chr6	91602665	91730402	127738	0	0	79512402	0.374367847	chr6q
chr6	91730403	91863182	132780	0	0	79384664	0.376788673	chr6q
chr6	91863183	91998141	134959	0	0	79251884	0.373357835	chr6q
chr6	91998142	92135919	137778	0	0	79116925	0.364049413	chr6q
chr6	92135920	92267518	131599	0	0	78979147	0.352935813	chr6q
chr6	92267519	92397463	129945	0	0	78847548	0.359690638	chr6q
chr6	92397464	92530775	133312	0	0	78717603	0.350388562	chr6q
chr6	92530776	92665027	134252	0	0	78584291	0.351257337	chr6q
chr6	92665028	92803196	138169	0	0	78450039	0.352148456	chr6q
chr6	92803197	92932750	129554	0	0	78311870	0.355789864	chr6q
chr6	92932751	93062723	129973	0	0	78182316	0.341894086	chr6q
chr6	93062724	93195524	132801	0	0	78052343	0.345336255	chr6q
chr6	93195525	93325891	130367	0	0	77919542	0.345961785	chr6q
chr6	93325892	93467409	141518	0	0	77789175	0.353559265	chr6q
chr6	93467410	93602536	135127	0	0	77647657	0.362037195	chr6q
